-5;-4;-4;-3;-3;-2;-2;-1;-1;-1;5;15;40;45;50;60;65;63;60;56;52;48;45;42;40;38;36;34;32;30;25;23;20;18;15;12;5;1;1;1;-1;-2;-3;-4;-5;-6;-7;-8;-10;-12;-15;-18;-22;-25;-27;-15;-12;-10;-8;-8;-7;-7;-6;-5
-18;-16;-14;-12;-10;-7;-5;-2;-1;-1;3;10;30;35;45;55;70;73;76;80;83;80;75;70;60;55;50;45;40;35;30;27;25;22;18;15;10;2;1;1;-1;-1;-3;-4;-5;-6;-7;-10;-12;-15;-18;-20;-24;-26;-28;-31;-33;-32;-30;-28;-26;-24;-21;-19
-21;-19;-17;-15;-13;-10;-7;-4;-2;-1;2;5;10;25;35;45;55;65;70;77;85;90;93;90;85;75;65;55;45;40;35;33;30;25;22;20;15;3;1;1;1;-1;-2;-3;-4;-5;-6;-8;-10;-12;-15;-18;-20;-24;-26;-28;-30;-34;-34;-30;-28;-25;-23;-21
-24;-22;-20;-18;-16;-13;-9;-5;-1;-1;-1;3;5;15;25;35;45;50;60;65;75;85;95;97;95;85;75;65;55;45;40;37;35;32;27;25;20;4;2;1;1;1;-1;-2;-3;-4;-5;-6;-8;-10;-12;-15;-18;-20;-24;-26;-28;-33;-35;-32;-30;-26;-24;-23
-27;-25;-23;-21;-19;-16;-11;-7;-3;-2;-1;-1;3;7;15;25;35;40;50;55;65;75;80;90;100;96;90;85;80;70;60;50;45;42;37;35;25;5;3;2;1;1;-1;-2;-2;-3;-3;-5;-6;-8;-10;-12;-15;-18;-22;-24;-26;-32;-34;-36;-34;-30;-28;-27
-30;-28;-26;-24;-22;-19;-13;-9;-5;-2;-1;-1;-1;3;9;15;25;30;40;45;55;65;70;77;85;98;90;86;83;74;65;55;50;47;43;40;30;10;5;3;1;1;1;-1;-2;-2;-3;-4;-5;-6;-8;-10;-12;-16;-21;-23;-25;-31;-34;-35;-37;-35;-32;-30
-33;-31;-29;-27;-25;-22;-15;-11;-8;-3;-2;-1;-1;-1;3;7;10;20;30;35;45;55;60;67;75;85;92;87;84;76;65;60;55;52;48;45;40;20;15;5;3;1;1;1;-1;-1;-2;-3;-4;-5;-7;-8;-10;-15;-20;-22;-25;-30;-33;-35;-36;-37;-35;-33
-36;-34;-32;-30;-28;-25;-17;-13;-11;-6;-4;-2;-1;-1;-1;3;7;10;20;25;35;45;50;57;65;75;79;80;85;78;70;63;60;57;53;50;45;30;25;15;5;3;1;1;1;-1;-2;-2;-3;-4;-5;-6;-8;-12;-18;-20;-24;-28;-32;-34;-36;-38;-39;-36
-39;-37;-35;-33;-31;-28;-19;-17;-14;-9;-7;-3;-2;-1;-1;-1;3;7;10;15;25;35;40;47;55;65;69;70;75;80;73;65;64;61;58;55;50;40;35;25;15;10;3;1;0;0;-1;-1;-2;-3;-4;-5;-7;-9;-16;-19;-23;-26;-30;-34;-35;-38;-39;-39
-42;-40;-38;-36;-34;-31;-21;-20;-17;-12;-10;-5;-3;-2;-1;-1;-1;3;7;10;15;25;35;40;45;55;59;60;65;70;75;70;67;65;62;58;55;50;45;35;25;15;10;3;1;0;0;0;-1;-2;-3;-4;-5;-7;-13;-16;-22;-25;-27;-33;-36;-39;-40;-41
-45;-43;-40;-38;-35;-32;-25;-23;-20;-15;-12;-6;-5;-3;-2;-1;0;0;3;5;7;10;20;30;35;40;50;53;57;62;65;68;70;68;65;62;57;53;50;40;35;30;20;10;7;5;3;0;0;-1;-2;-3;-5;-6;-12;-15;-20;-23;-27;-34;-36;-40;-41;-43
-42;-41;-40;-39;-36;-33;-27;-25;-22;-16;-13;-7;-5;-4;-3;-2;-1;0;0;0;1;3;10;15;25;35;45;50;55;58;62;65;67;70;75;70;65;60;59;55;45;40;35;25;15;10;7;3;-1;-1;-1;-2;-3;-5;-10;-12;-17;-20;-21;-31;-34;-36;-38;-40
-39;-39;-39;-38;-35;-34;-30;-26;-23;-19;-16;-9;-7;-5;-4;-3;-2;-1;-1;0;0;1;3;10;15;25;35;40;50;55;58;61;64;65;73;80;75;70;69;65;55;47;40;35;25;15;10;7;3;-1;-1;-1;-2;-3;-7;-9;-14;-17;-19;-28;-31;-33;-35;-37
-36;-36;-39;-38;-36;-34;-32;-28;-24;-20;-18;-12;-8;-6;-5;-4;-3;-2;-2;-1;1;1;1;3;5;15;25;30;45;50;53;57;60;63;70;78;85;80;79;75;65;57;50;45;35;25;20;10;7;3;-1;-1;-1;-2;-4;-6;-11;-13;-17;-25;-28;-30;-32;-34
-33;-33;-35;-37;-36;-35;-33;-30;-25;-22;-20;-15;-10;-8;-7;-5;-4;-3;-2;-1;-1;1;1;1;3;5;15;20;40;45;48;52;55;60;65;76;84;87;92;85;75;67;60;55;45;35;30;20;10;7;3;-1;-1;-1;-2;-3;-8;-11;-15;-22;-25;-27;-29;-31
-30;-30;-32;-35;-37;-35;-34;-31;-25;-23;-21;-16;-12;-10;-8;-6;-5;-4;-3;-2;-2;-1;1;1;1;3;5;10;30;40;43;47;50;55;65;74;83;86;90;98;85;77;70;65;55;45;40;30;25;15;9;3;-1;-1;-1;-2;-5;-9;-13;-19;-22;-24;-26;-28
-27;-27;-28;-30;-34;-36;-34;-32;-26;-24;-22;-18;-15;-12;-10;-8;-6;-5;-3;-3;-2;-2;-1;1;1;2;3;5;25;35;37;42;45;50;60;70;80;85;90;96;100;90;80;75;65;55;50;40;35;25;15;7;3;-1;-1;-2;-3;-7;-11;-16;-19;-21;-23;-25
-24;-23;-24;-26;-30;-32;-35;-33;-28;-26;-24;-20;-18;-15;-12;-10;-8;-6;-5;-4;-3;-2;-1;1;1;1;2;4;20;25;27;32;35;37;40;45;55;65;75;85;95;97;95;85;75;65;60;50;45;35;25;15;5;3;-1;-1;-1;-5;-9;-13;-16;-18;-20;-22
-21;-21;-23;-25;-28;-30;-34;-34;-30;-28;-26;-24;-20;-18;-15;-12;-10;-8;-6;-5;-4;-3;-2;-1;1;1;1;3;15;20;22;25;30;33;35;40;45;55;65;75;85;90;93;90;85;77;70;65;55;45;35;25;10;5;2;-1;-2;-4;-7;-10;-13;-15;-17;-19
-18;-19;-21;-24;-26;-28;-30;-32;-33;-31;-28;-26;-24;-20;-18;-15;-12;-10;-7;-6;-5;-4;-3;-1;-1;1;1;2;10;15;18;22;25;27;30;35;40;45;50;55;60;70;75;80;83;80;76;73;70;55;45;35;30;10;3;-1;-1;-2;-5;-7;-10;-12;-14;-16
-5;-6;-6;-7;-7;-8;-8;-10;-12;-15;-27;-25;-22;-18;-15;-12;-10;-8;-7;-6;-5;-4;-3;-2;-1;1;1;1;5;12;15;18;20;23;25;30;32;34;36;38;40;42;45;48;52;56;60;63;65;60;50;45;40;15;5;-1;-1;-1;-2;-2;-3;-3;-4;-4
